label,vector_norm,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63,dim_64,dim_65,dim_66,dim_67,dim_68,dim_69,dim_70,dim_71,dim_72,dim_73,dim_74,dim_75,dim_76,dim_77,dim_78,dim_79,dim_80,dim_81,dim_82,dim_83,dim_84,dim_85,dim_86,dim_87,dim_88,dim_89,dim_90,dim_91,dim_92,dim_93,dim_94,dim_95,dim_96,dim_97,dim_98,dim_99,dim_100,dim_101,dim_102,dim_103,dim_104,dim_105,dim_106,dim_107,dim_108,dim_109,dim_110,dim_111,dim_112,dim_113,dim_114,dim_115,dim_116,dim_117,dim_118,dim_119,dim_120,dim_121,dim_122,dim_123,dim_124,dim_125,dim_126,dim_127
Normal,3.155894,0.02794394,0.0,0.66227132,0.15648605,0.02794394,0.0,0.10898136,0.67624331,0.00162031,1.07e-06,0.0,0.0,0.0011976,0.0006986,0.0,0.00051044,0.0028575,0.0,0.00279439,0.00097196,0.0,0.0,0.0,0.00081366,0.00212063,0.00161924,0.00279439,0.00279439,0.02794394,0.0,0.66227132,0.15648605,0.02794394,0.0,0.10898136,0.67624331,0.00162031,1.07e-06,0.0,0.0,0.0011976,0.0006986,0.0,0.00051044,0.0028575,0.0,0.00279439,0.00097196,0.0,0.0,0.0,0.00081366,0.00212063,0.00161924,0.00279439,0.00279439,-0.43620369,-0.29497436,-0.04350328,-0.0347315,-0.09705664,-0.08810055,-0.52900642,-0.13294595,-0.12143994,-0.26780456,-0.35924694,-0.19232096,-0.38817245,-0.28330466,-0.02850392,-0.63316482,-0.44917941,-0.20491335,-0.54168278,-0.14212339,-0.5358752,-0.15090615,-0.27573299,-0.35167652,-0.39039293,-0.53421855,-0.15316598,-1.0,-0.05785315,-0.27010903,-0.26476786,-0.39505073,-0.12005366,-0.01506357,-0.09296585,-0.09246825,-0.22626992,-0.34007132,-0.14491259,-0.586555,-0.31734768,-0.26273879,-0.02759526,-0.10665016,-0.20258978,-0.11904608,-0.0156819,-0.62616986,-0.15448259,-0.07676381,-0.43883517,-0.1599147,-0.30576265,-0.07083126,-0.44539365,-0.26735032,-0.74679178,-0.18332101,-0.5092572,-0.31971431,-0.4558236,-0.27503529,-0.4412089,-0.0149845,-0.01560252,-0.35010317,-0.15154025,-0.20717275,-0.21988384,-0.30776179,-0.30660051,-0.33846384
Normal,3.045993,0.02763048,0.0,0.0856545,0.07183926,0.02763048,0.0,0.03039353,0.68799907,0.00202016,1.868e-05,0.0,0.0,0.00118416,0.00069076,0.0,0.00017131,0.00565454,0.0,0.00256963,0.00012013,0.00046051,0.00276305,0.0,0.00045644,0.0017025,0.00200149,0.00276305,0.00276305,0.02763048,0.0,0.0856545,0.07183926,0.02763048,0.0,0.03039353,0.68799907,0.00202016,1.868e-05,0.0,0.0,0.00118416,0.00069076,0.0,0.00017131,0.00565454,0.0,0.00256963,0.00012013,0.00046051,0.00276305,0.0,0.00045644,0.0017025,0.00200149,0.00276305,0.00276305,-0.44323531,-0.29041597,-0.07523842,-0.05219365,-0.09640579,-0.10841578,-0.50023687,-0.13886969,-0.12108917,-0.24278994,-0.38740528,-0.1927907,-0.4482379,-0.27200359,0.01836732,-0.65995145,-0.45256349,-0.19531429,-0.54252714,-0.15031415,-0.55875742,-0.10619103,-0.28163129,-0.37656331,-0.36781889,-0.53735149,-0.18357229,-1.0,-0.06724914,-0.28893742,-0.2635133,-0.39480549,-0.15030758,-0.01589737,-0.10989698,-0.08184375,-0.24338287,-0.35208642,-0.14706524,-0.59613532,-0.33087006,-0.22997752,0.00219736,-0.13889092,-0.18209255,-0.0782484,-0.01998768,-0.62915492,-0.17874764,-0.06615277,-0.43592212,-0.15728447,-0.32294166,-0.06002827,-0.4554511,-0.26132852,-0.74426341,-0.20352334,-0.49883869,-0.34063387,-0.46541479,-0.28841832,-0.48236018,-0.03561531,-0.00277916,-0.35570663,-0.18962695,-0.1878401,-0.20655279,-0.29640636,-0.2935082,-0.33508617
Probe,3.466785,0.60911632,0.55006933,0.45372951,0.08080114,0.03107736,0.75828767,0.0776934,0.41022119,0.00110055,1.42e-06,0.0,0.0,0.0,0.00310774,0.0,8.287e-05,0.00758938,0.00310774,0.00124309,0.00027024,0.00051796,0.00310774,0.0,0.00145637,0.00201642,0.00109912,0.0,0.00310774,0.60911632,0.55006933,0.45372951,0.08080114,0.03107736,0.75828767,0.0776934,0.41022119,0.00110055,1.42e-06,0.0,0.0,0.0,0.00310774,0.0,8.287e-05,0.00758938,0.00310774,0.00124309,0.00027024,0.00051796,0.00310774,0.0,0.00145637,0.00201642,0.00109912,0.0,0.00310774,0.35741445,-0.00924926,0.47798982,0.42982438,0.57611912,0.0940979,-0.01911544,0.21150915,0.0803514,0.21026903,0.13171236,0.83553231,0.11986434,0.00449081,0.44515246,0.45583743,0.49381587,0.03448682,0.27023372,0.36867157,0.11117557,0.16108088,0.23510586,0.42653269,0.03887285,0.07180852,0.37705567,0.19248855,0.47948927,0.65259367,0.11220676,0.02355033,-0.00312204,0.20804407,0.25109982,0.66766042,0.25614357,0.15993999,0.17225987,0.76536405,0.28111094,0.62238121,0.20656106,0.3035126,0.05031615,0.12744355,0.13994606,0.06972649,0.47739968,0.20180924,0.59103727,0.28676143,0.18977836,0.27275825,0.14514905,0.02259367,0.3644366,0.16244978,0.4196032,1.0,0.07340571,0.67043346,0.09467176,0.13999894,0.57023859,0.11567959,0.16055591,0.19135733,0.09085539,0.09889474,0.24542516,0.12186479
Normal,3.126633,0.02904547,0.0,0.47634566,0.38920927,0.02904547,0.0,0.29335922,0.66804576,0.00066224,3.55e-06,0.0,0.0,0.0,0.00072614,0.0,0.00036597,0.00505793,0.0,0.00290455,0.00126285,0.0,0.0,0.0,0.00092404,0.00189008,0.00065869,0.00290455,0.00290455,0.02904547,0.0,0.47634566,0.38920927,0.02904547,0.0,0.29335922,0.66804576,0.00066224,3.55e-06,0.0,0.0,0.0,0.00072614,0.0,0.00036597,0.00505793,0.0,0.00290455,0.00126285,0.0,0.0,0.0,0.00092404,0.00189008,0.00065869,0.00290455,0.00290455,-0.46893963,-0.29318097,-0.0551141,-0.01367858,-0.09467281,-0.08200929,-0.51290065,-0.161706,-0.11454845,-0.25604081,-0.36056486,-0.20164905,-0.37066203,-0.25700939,0.01242224,-0.58330274,-0.4567543,-0.20092955,-0.53304219,-0.15586084,-0.55681282,-0.10212542,-0.26184645,-0.38532442,-0.36920017,-0.5226624,-0.17564709,-1.0,-0.06771632,-0.2812435,-0.28610954,-0.39302045,-0.11946277,0.00490218,-0.09772491,-0.10099395,-0.23286188,-0.32325402,-0.15602599,-0.56394368,-0.35367301,-0.22931832,0.00601351,-0.14045085,-0.17137684,-0.11270235,-0.01764145,-0.63473487,-0.17000644,-0.09636343,-0.43793941,-0.1622245,-0.32329282,-0.0492834,-0.39215359,-0.24530447,-0.71044695,-0.15753445,-0.51794291,-0.35513532,-0.44588098,-0.2944524,-0.45577401,-0.02934808,-0.00638284,-0.32346123,-0.17761272,-0.1641067,-0.22227596,-0.32438326,-0.28840935,-0.3382034
DoS,4.509536,0.05070729,0.8854273,0.92443287,0.49147066,0.03900561,0.75280821,0.13651963,0.81131661,0.00255615,4.76e-06,0.0,0.0,0.0,0.00195028,0.00260037,0.00330768,0.00081509,0.00390056,0.00390056,0.0,0.00065009,0.00390056,0.0,0.00200573,0.00281012,0.00255139,0.0,0.00390056,0.05070729,0.8854273,0.92443287,0.49147066,0.03900561,0.75280821,0.13651963,0.81131661,0.00255615,4.76e-06,0.0,0.0,0.0,0.00195028,0.00260037,0.00330768,0.00081509,0.00390056,0.00390056,0.0,0.00065009,0.00390056,0.0,0.00200573,0.00281012,0.00255139,0.0,0.00390056,0.24094892,0.25699899,0.77901828,0.90078956,0.04963427,0.56298327,0.13883817,-0.01972661,0.46577349,0.65193099,0.54204077,0.66643405,0.47148621,0.59596854,0.23667091,0.50674081,0.38040897,0.02892741,0.306977,0.09991971,0.70894057,0.14945738,0.15666687,0.63089615,0.03184934,0.41536453,0.03384946,0.39906767,0.45767489,0.69719082,0.12242748,0.78972429,0.57105786,0.15000719,0.14728834,0.50277042,0.28663516,0.44090638,0.08477612,0.6237132,0.7088173,-0.01326887,0.33472723,0.20316386,0.38050175,0.55190629,0.77312255,0.68512666,0.25999743,0.03813899,0.25557691,0.17282455,0.13505034,0.38880301,0.32076669,0.51280272,0.26664287,0.23188505,1.0,0.31574243,0.15908992,0.48416224,0.58799523,0.42578048,0.04786792,0.23644002,0.31207734,0.27731633,-0.02295704,0.26143169,0.66836894,0.3686485
Reconnaissance,4.060422,0.29367021,0.22802627,0.76699746,0.63916451,0.03454943,0.41113824,0.60461509,0.7462678,0.00118296,1.613e-05,0.0,0.0,0.00098713,0.00345494,0.0,0.0001382,0.01189841,0.00345494,0.00207297,0.00180258,0.0,0.0,0.0,0.0018257,0.00194105,0.00116683,0.0,0.00345494,0.29367021,0.22802627,0.76699746,0.63916451,0.03454943,0.41113824,0.60461509,0.7462678,0.00118296,1.613e-05,0.0,0.0,0.00098713,0.00345494,0.0,0.0001382,0.01189841,0.00345494,0.00207297,0.00180258,0.0,0.0,0.0,0.0018257,0.00194105,0.00116683,0.0,0.00345494,0.40261275,0.52841496,-0.00272934,0.32150725,0.22284843,0.03869558,0.55371398,0.52245098,0.71654099,0.25317809,0.26516849,0.74851847,0.20729938,0.16315232,0.77773428,0.5658589,0.30440742,0.31190467,0.24861929,0.67385823,0.11665551,-0.00570118,0.64336038,0.12384006,0.407805,0.01181251,-0.00553784,0.38085163,0.38999102,0.27398154,0.22560298,0.24074115,0.02722504,0.93331051,0.77498525,0.2647551,-0.00718025,0.63289744,0.10864697,0.65540248,1.0,0.18267502,0.06019694,0.08723829,0.3908051,0.05139205,0.57650268,0.25237983,0.21457092,0.04369367,0.28171363,0.53046566,0.63013572,0.66227007,0.03371147,0.16570863,0.0921936,0.18801318,0.30125174,0.18139167,-0.00274781,0.45024827,0.15599269,0.62385046,0.50435597,0.19504407,0.07880652,0.16243166,0.04386919,0.37569091,0.29984239,0.51131278
Reconnaissance,3.860797,0.59032822,0.09838803,0.7617138,0.32055455,0.03173808,0.65380436,0.14916897,0.23168796,0.00131398,4.722e-05,0.0,0.0,0.0009068,0.00317381,0.0,0.00012695,0.01322815,0.00317381,0.00190428,0.00068996,0.00052897,0.00317381,0.0,0.00139087,0.00202822,0.00126676,0.0,0.00317381,0.59032822,0.09838803,0.7617138,0.32055455,0.03173808,0.65380436,0.14916897,0.23168796,0.00131398,4.722e-05,0.0,0.0,0.0009068,0.00317381,0.0,0.00012695,0.01322815,0.00317381,0.00190428,0.00068996,0.00052897,0.00317381,0.0,0.00139087,0.00202822,0.00126676,0.0,0.00317381,0.41450927,0.52177805,0.00542206,0.32624513,0.21484107,0.04643587,0.52319473,0.55122143,0.72488767,0.22641267,0.25612563,0.73209709,0.21342197,0.16212808,0.7721265,0.58027828,0.27892381,0.30673152,0.23829974,0.65630239,0.09512499,0.01587345,0.64041358,0.16109227,0.42306113,0.00510309,0.00080079,0.34813955,0.40990287,0.26581302,0.19072536,0.21860424,0.02884042,0.92209369,0.74998349,0.28618774,-0.00664426,0.63002598,0.1139285,0.67097521,1.0,0.16625094,0.03335248,0.14025468,0.36001649,0.06065119,0.5788359,0.27211595,0.21602513,0.07531378,0.30447078,0.50589925,0.61916906,0.65548354,0.0509356,0.17202218,0.08503962,0.21596089,0.31540522,0.18555006,-0.02093005,0.41507193,0.13484621,0.61124164,0.47904235,0.1559166,0.02813517,0.1869628,0.02520159,0.37958854,0.27719128,0.52049464
Normal,3.156612,0.02618867,0.0,0.66257334,0.32997724,0.02618867,0.0,0.21736597,0.65995449,0.00029224,1e-06,0.0,0.0,0.0014965,0.00065472,0.0,0.00050457,0.00316535,0.0,0.00261887,0.00148023,0.0,0.0,0.0,0.00094228,0.00208567,0.00029124,0.00261887,0.00261887,0.02618867,0.0,0.66257334,0.32997724,0.02618867,0.0,0.21736597,0.65995449,0.00029224,1e-06,0.0,0.0,0.0014965,0.00065472,0.0,0.00050457,0.00316535,0.0,0.00261887,0.00148023,0.0,0.0,0.0,0.00094228,0.00208567,0.00029124,0.00261887,0.00261887,-0.44563773,-0.30801964,-0.07051639,-0.00926932,-0.08227599,-0.11380198,-0.50759518,-0.13007654,-0.11119508,-0.25154608,-0.40074512,-0.19991538,-0.41732004,-0.26555419,-0.0096809,-0.61320144,-0.4444536,-0.21922199,-0.55112284,-0.15221615,-0.54238296,-0.09685073,-0.26137555,-0.35293502,-0.36470926,-0.51368517,-0.17126875,-1.0,-0.08210368,-0.25709876,-0.23492683,-0.4016166,-0.13107273,-0.01824188,-0.0927169,-0.08650932,-0.22596148,-0.3415035,-0.12505649,-0.53774726,-0.33809936,-0.22288445,0.0041304,-0.11616657,-0.19940478,-0.10574248,-0.03639914,-0.62540466,-0.17819503,-0.08045746,-0.44017625,-0.13067514,-0.31458515,-0.06467921,-0.44490218,-0.23532632,-0.72864074,-0.16517507,-0.50479031,-0.34800309,-0.44801345,-0.28423491,-0.42061692,-0.00882361,0.01345299,-0.3256847,-0.15448509,-0.18396294,-0.22439092,-0.30039892,-0.28075707,-0.34237501
U2R,4.196135,0.14997101,0.44562811,0.15854077,0.84412247,0.04284886,0.5099014,0.5227561,0.89554113,0.00222865,0.00022158,0.00428489,0.0,0.00367276,0.00107122,0.00428489,0.00083127,0.00598136,0.00428489,0.00428489,0.0005589,0.00071415,0.00428489,0.0,0.00174966,0.00231651,0.00200707,0.0,0.00428489,0.14997101,0.44562811,0.15854077,0.84412247,0.04284886,0.5099014,0.5227561,0.89554113,0.00222865,0.00022158,0.00428489,0.0,0.00367276,0.00107122,0.00428489,0.00083127,0.00598136,0.00428489,0.00428489,0.0005589,0.00071415,0.00428489,0.0,0.00174966,0.00231651,0.00200707,0.0,0.00428489,0.46858546,0.07802257,0.68745196,0.2706739,0.07835631,0.6876961,0.72497654,0.2862317,0.23992701,0.0927066,0.19051871,0.12623312,0.53454441,0.73941964,0.09698917,0.92939168,0.25773656,0.15820692,0.26963842,0.47615927,0.8661359,0.35897803,0.89770883,0.29159707,1.0,0.6279496,0.04375074,0.06471449,0.09550349,0.20124255,0.16969469,-0.00342826,0.24686557,0.22266345,0.16977437,0.62956065,0.17700848,0.7617113,0.03023426,0.17903371,0.25773233,0.51025397,0.49283096,0.42583317,0.34763244,0.34981117,0.34675863,-0.00143697,0.36369324,0.21639061,0.18216836,0.77156043,0.25704855,0.46714169,0.21871807,0.26131654,0.0978682,0.48759726,0.79897606,0.06682576,0.20364474,-0.02213139,0.06637809,0.22114329,0.68479592,0.58780581,0.50975972,0.15779194,0.14182146,0.20304041,0.19324569,0.08736899
Shellcode,4.184942,0.56025457,0.29368186,0.27560914,0.05873637,0.04518182,0.67772734,0.90815461,0.69128191,0.00237116,3.054e-05,0.0,0.0,0.00193636,0.00451818,0.00301212,0.00140666,0.00414841,0.00451818,0.00451818,0.00216087,0.0,0.0,0.0,0.0017209,0.00231584,0.00234062,0.0,0.00451818,0.56025457,0.29368186,0.27560914,0.05873637,0.04518182,0.67772734,0.90815461,0.69128191,0.00237116,3.054e-05,0.0,0.0,0.00193636,0.00451818,0.00301212,0.00140666,0.00414841,0.00451818,0.00451818,0.00216087,0.0,0.0,0.0,0.0017209,0.00231584,0.00234062,0.0,0.00451818,0.39123872,0.1337695,0.32759577,0.05951205,0.44754609,0.32031587,0.22818129,0.91290945,0.90339124,0.24050371,0.44845673,0.14832483,0.29257745,0.76460302,0.88105333,0.50599176,0.8108083,0.0704238,0.34688091,0.69510847,0.08978615,0.1729766,1.0,0.17483315,0.19611463,0.66741228,0.20334344,0.27937657,0.1699571,0.17674568,0.378144,0.60366493,0.30414814,-0.03696312,0.09232803,0.05198166,0.45419592,0.51684695,0.74642289,0.72209984,0.12962303,0.75762522,0.19483221,0.30372798,0.21282075,0.00844974,0.22494592,0.60208911,0.26251921,0.36727628,0.52066272,0.27220184,0.38413751,0.29944271,0.26246658,0.25007021,0.37976599,0.34211633,0.46846676,0.35952911,0.29787514,0.15215573,0.14106931,0.01887226,0.26242816,0.18136586,0.41924122,0.37548414,0.10391373,0.2134027,0.25340122,0.46475917
U2R,4.356918,0.68518317,0.53136659,0.020975,0.90891647,0.06991665,0.17479163,0.81802475,0.74111652,0.00325072,0.00036156,0.00699166,0.0,0.00599286,0.00174792,0.00699166,0.00139833,0.01212014,0.00699166,0.00699166,0.0,0.00116528,0.00699166,0.0,0.00193642,0.00259355,0.00288916,0.0,0.00699166,0.68518317,0.53136659,0.020975,0.90891647,0.06991665,0.17479163,0.81802475,0.74111652,0.00325072,0.00036156,0.00699166,0.0,0.00599286,0.00174792,0.00699166,0.00139833,0.01212014,0.00699166,0.00699166,0.0,0.00116528,0.00699166,0.0,0.00193642,0.00259355,0.00288916,0.0,0.00699166,0.45182118,0.05942895,0.68422681,0.24156231,0.07335297,0.68773198,0.749219,0.28275505,0.27746901,0.10826123,0.15546004,0.13739938,0.56771523,0.74992627,0.09137676,0.92167306,0.27551642,0.12240742,0.29211974,0.48638773,0.8635934,0.34690312,0.97284347,0.27073747,1.0,0.62485695,0.05597155,0.02085623,0.09910599,0.15543842,0.18035884,0.02276938,0.2167404,0.26414546,0.17755628,0.62086701,0.18591966,0.79178375,0.02809115,0.16922578,0.23256411,0.53206098,0.49811783,0.44029647,0.34198567,0.34355608,0.3626157,-0.00803066,0.41222396,0.18277748,0.1790473,0.7836166,0.32095575,0.45953983,0.26496196,0.28097963,0.17191638,0.50119561,0.792431,0.08499289,0.19556318,0.03143143,0.06173724,0.19280972,0.65987498,0.5630849,0.51972115,0.1437797,0.14967585,0.22181803,0.15160438,0.11056556
R2L,3.627908,0.72855389,0.20548956,0.27709958,0.5479722,0.03113478,0.79082352,0.48570263,0.17746826,0.00248731,1.09e-06,0.00311348,0.0,0.0026687,0.0,0.00207565,0.00041513,0.00671421,0.00311348,0.00311348,0.00270737,0.0,0.0,0.0,0.00159032,0.00200746,0.00248622,0.0,0.00311348,0.72855389,0.20548956,0.27709958,0.5479722,0.03113478,0.79082352,0.48570263,0.17746826,0.00248731,1.09e-06,0.00311348,0.0,0.0026687,0.0,0.00207565,0.00041513,0.00671421,0.00311348,0.00311348,0.00270737,0.0,0.0,0.0,0.00159032,0.00200746,0.00248622,0.0,0.00311348,0.03265478,0.58643484,0.49383494,0.02569789,0.54381651,0.47859794,0.4432267,0.57282615,0.43524528,0.20473884,0.33450845,0.26931149,0.39178756,0.59783936,0.23007235,0.27659604,0.0428586,0.36157569,0.09310067,0.09109204,0.03021007,0.09371446,1.0,0.03348255,0.40525931,0.71639699,0.0732227,0.72102803,-0.01338903,0.64170027,0.50152725,0.08432366,0.51823324,0.10043982,0.1887126,0.23220265,0.39284405,0.30463421,0.2097512,0.46102902,0.40457043,0.05955352,0.25657225,0.23040506,0.01182435,0.42763069,0.09574147,0.10560479,0.11862327,0.12386698,0.13624564,0.46478304,0.30358547,0.66048259,0.18839069,0.43006688,0.12538858,0.12422267,0.22286198,0.24233092,-0.03109387,0.60153335,0.58670223,0.28833878,0.16617285,0.12074002,0.0870846,0.57241082,0.09169667,0.20811991,0.07911082,0.07626086
Probe,3.538123,0.6505478,0.56756979,0.61403745,0.25889149,0.03319122,0.30204004,0.74348319,0.30204004,0.00230903,2.43e-06,0.0,0.0,0.0,0.00331912,0.0,0.00017702,0.01068343,0.00331912,0.0026553,0.00158741,0.0,0.0,0.0,0.00170186,0.00178807,0.0023066,0.0,0.00331912,0.6505478,0.56756979,0.61403745,0.25889149,0.03319122,0.30204004,0.74348319,0.30204004,0.00230903,2.43e-06,0.0,0.0,0.0,0.00331912,0.0,0.00017702,0.01068343,0.00331912,0.0026553,0.00158741,0.0,0.0,0.0,0.00170186,0.00178807,0.0023066,0.0,0.00331912,0.36565089,0.00058902,0.49765223,0.3937667,0.60206425,0.09076485,-0.03702177,0.22244586,0.09560585,0.20437691,0.1099206,0.82324243,0.14200832,0.03119509,0.45399383,0.42895523,0.47559172,0.04510089,0.29679757,0.3714259,0.09708191,0.18282764,0.20759712,0.42093083,0.01644905,0.09284746,0.40958568,0.19486026,0.50552851,0.63699329,0.11239883,0.03104418,0.00838534,0.19340092,0.25661057,0.65268433,0.29277423,0.17543381,0.19220108,0.74580842,0.28592789,0.58310425,0.21081448,0.2996085,0.02581433,0.11736464,0.0986596,0.04192955,0.48084068,0.17088957,0.59631938,0.30040666,0.21325551,0.22763124,0.11849238,0.02585177,0.34377286,0.15388784,0.43128809,1.0,0.06657335,0.68003196,0.06586556,0.14249267,0.56017029,0.14229622,0.18334873,0.16632833,0.13173343,0.07503091,0.24348192,0.11605714
Normal,3.123909,0.02769457,0.0,0.4929634,0.68682545,0.02769457,0.0,0.02215566,0.13293396,0.00017833,2.24e-06,0.0,0.0,0.00158255,0.00069236,0.0,0.00073852,0.00257087,0.0,0.00276946,0.00264905,0.0,0.0,0.0,0.0006815,0.00193908,0.00017609,0.00276946,0.00276946,0.02769457,0.0,0.4929634,0.68682545,0.02769457,0.0,0.02215566,0.13293396,0.00017833,2.24e-06,0.0,0.0,0.00158255,0.00069236,0.0,0.00073852,0.00257087,0.0,0.00276946,0.00264905,0.0,0.0,0.0,0.0006815,0.00193908,0.00017609,0.00276946,0.00276946,-0.43504366,-0.28539068,-0.05231952,-0.00881028,-0.09524328,-0.0575511,-0.50888234,-0.16076076,-0.14877866,-0.28301635,-0.37132278,-0.18951824,-0.38884813,-0.27726445,0.00276518,-0.64898556,-0.43676129,-0.25093082,-0.52577049,-0.16126156,-0.55508536,-0.14792719,-0.28096682,-0.38754892,-0.40139419,-0.5050469,-0.17764096,-1.0,-0.05025998,-0.30550018,-0.23844229,-0.38769674,-0.14493673,-0.02422753,-0.10740939,-0.10607752,-0.25954589,-0.32671717,-0.15276626,-0.58364469,-0.33009914,-0.23480992,-0.01072546,-0.12084416,-0.19660024,-0.1003279,0.01200772,-0.65037954,-0.155247,-0.0708818,-0.47007242,-0.17028059,-0.33665437,-0.05629873,-0.42990333,-0.27757692,-0.77096522,-0.14981666,-0.51614106,-0.32845238,-0.47026464,-0.29843941,-0.4565931,-0.02432535,0.00201657,-0.33370247,-0.15251337,-0.1669748,-0.23885672,-0.29928529,-0.29805008,-0.3588725
Shellcode,4.177734,0.90985781,0.12755017,0.5782274,0.69302255,0.04251672,0.09353679,0.55696905,0.36989549,0.00273532,5.19e-06,0.0,0.0,0.00182215,0.00425167,0.00283445,0.00191609,0.00199291,0.00425167,0.00425167,0.00203341,0.0,0.0,0.0,0.00165273,0.00230335,0.00273013,0.0,0.00425167,0.90985781,0.12755017,0.5782274,0.69302255,0.04251672,0.09353679,0.55696905,0.36989549,0.00273532,5.19e-06,0.0,0.0,0.00182215,0.00425167,0.00283445,0.00191609,0.00199291,0.00425167,0.00425167,0.00203341,0.0,0.0,0.0,0.00165273,0.00230335,0.00273013,0.0,0.00425167,0.393282,0.14370492,0.29100719,0.09505558,0.49248868,0.33079612,0.23758622,0.92775267,0.95892411,0.29707643,0.4781549,0.14516836,0.26770833,0.75850129,0.84415007,0.49008888,0.76703995,0.05513685,0.35467261,0.70739996,0.08686734,0.1780584,1.0,0.15719293,0.19782402,0.71731156,0.23971029,0.27671808,0.09032015,0.18330909,0.38254046,0.61590928,0.2972725,-0.04990918,0.04912388,0.05407356,0.45571098,0.52255374,0.74541485,0.80103159,0.13942705,0.77387214,0.19888672,0.30637261,0.17796621,-0.00501398,0.22920342,0.56539655,0.2416802,0.32812464,0.51933903,0.31444687,0.36191031,0.2990053,0.23991281,0.24667974,0.38664305,0.32868999,0.53741866,0.33382276,0.28365418,0.1130356,0.1426115,0.02222475,0.26222914,0.22778237,0.410494,0.35667843,0.09475762,0.22686157,0.18473263,0.44975641
DoS,4.391243,0.83529538,0.19588785,0.17001587,0.14044788,0.03695997,0.62092751,0.72441542,0.92399931,0.00111334,4.51e-06,0.0,0.0,0.0,0.001848,0.002464,0.00217325,0.00218852,0.003696,0.003696,0.00128556,0.0,0.0,0.0,0.00178821,0.00260103,0.00110883,0.0,0.003696,0.83529538,0.19588785,0.17001587,0.14044788,0.03695997,0.62092751,0.72441542,0.92399931,0.00111334,4.51e-06,0.0,0.0,0.0,0.001848,0.002464,0.00217325,0.00218852,0.003696,0.003696,0.00128556,0.0,0.0,0.0,0.00178821,0.00260103,0.00110883,0.0,0.003696,0.20278218,0.27967426,0.75125355,0.94009113,0.07268596,0.54668349,0.13198814,0.03099815,0.42108709,0.65091729,0.52890921,0.67965007,0.4727836,0.62386066,0.20215519,0.50795835,0.42155901,-0.00616275,0.29156375,0.13819082,0.70220602,0.14823966,0.15602499,0.64397568,0.00630923,0.38348293,0.043226,0.40793014,0.49753788,0.69916981,0.11146332,0.78965616,0.59769464,0.11566094,0.14490914,0.47085741,0.25883186,0.47091424,0.08121147,0.65045285,0.6792497,-0.02533423,0.33169809,0.18909968,0.40733024,0.57758194,0.79487008,0.66793448,0.26087013,0.03986915,0.20290822,0.17658323,0.1444592,0.40653801,0.27188793,0.52388924,0.28818801,0.26195243,1.0,0.29721114,0.13933587,0.48538265,0.61489153,0.42172801,0.03639018,0.22853169,0.26362675,0.26707458,-0.02640109,0.25614896,0.68814802,0.36838803
R2L,3.808379,0.32355395,0.69939947,0.20589796,0.81051898,0.03268222,0.42486879,0.57193875,0.73534989,0.0006523,1.05e-06,0.0,0.0,0.00280133,0.0,0.00217881,0.00029632,0.00622482,0.00326822,0.00326822,0.00071048,0.0005447,0.00326822,0.0,0.00186481,0.00201771,0.00065125,0.0,0.00326822,0.32355395,0.69939947,0.20589796,0.81051898,0.03268222,0.42486879,0.57193875,0.73534989,0.0006523,1.05e-06,0.0,0.0,0.00280133,0.0,0.00217881,0.00029632,0.00622482,0.00326822,0.00326822,0.00071048,0.0005447,0.00326822,0.0,0.00186481,0.00201771,0.00065125,0.0,0.00326822,0.06041694,0.6510486,0.51120043,0.00601314,0.51452816,0.47271186,0.44633821,0.58732575,0.45820299,0.18560775,0.35047579,0.27815753,0.35161841,0.61789578,0.22257933,0.25229451,0.05063717,0.35959342,0.07496917,0.12102161,0.05355471,0.11678755,1.0,0.08567519,0.40602776,0.69840086,0.05304835,0.74415916,5.685e-05,0.69176966,0.51666111,0.08857396,0.57488883,0.14867076,0.20612104,0.25719747,0.36913097,0.32426989,0.17841604,0.45081729,0.41367346,0.08121166,0.23859039,0.21773529,0.02033344,0.42863429,0.10611266,0.11731489,0.1615268,0.11317388,0.13537525,0.49386242,0.31028956,0.68191832,0.19386251,0.4166224,0.17540634,0.09308664,0.23493654,0.24720003,-0.04866863,0.55466986,0.61166847,0.27271894,0.17361878,0.13557763,0.0921304,0.59227508,0.03148826,0.24335037,0.08870771,0.05147699
